frame.number,frame.time_epoch,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,_ws.col.protocol,tcp.srcport,tcp.dstport,tcp.flags.str,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len
"159","1759281095.534459911","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63969","30718","····CE····S·",,,,,"78"
"160","1759281095.534460119","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63970","19801","····CE····S·",,,,,"78"
"161","1759281095.534480536","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","30718","63969","·······A·R··",,,,,"54"
"162","1759281095.534490536","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","19801","63970","·······A·R··",,,,,"54"
"163","1759281095.534826868","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63971","6566","····CE····S·",,,,,"78"
"164","1759281095.534827160","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63972","3325","····CE····S·",,,,,"78"
"165","1759281095.534827285","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63973","3703","····CE····S·",,,,,"78"
"166","1759281095.534827368","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63974","3546","····CE····S·",,,,,"78"
"167","1759281095.534827451","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63975","3869","····CE····S·",,,,,"78"
"168","1759281095.534827535","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63976","800","····CE····S·",,,,,"78"
"169","1759281095.534928951","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6566","63971","·······A·R··",,,,,"54"
"170","1759281095.534951493","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3325","63972","·······A·R··",,,,,"54"
"171","1759281095.534956159","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3703","63973","·······A·R··",,,,,"54"
"172","1759281095.534959951","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3546","63974","·······A·R··",,,,,"54"
"173","1759281095.534963534","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3869","63975","·······A·R··",,,,,"54"
"174","1759281095.534967118","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","800","63976","·······A·R··",,,,,"54"
"175","1759281095.534972493","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63977","49161","····CE····S·",,,,,"78"
"176","1759281095.534977659","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49161","63977","·······A·R··",,,,,"54"
"177","1759281095.535069034","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63978","2725","····CE····S·",,,,,"78"
"178","1759281095.535081451","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2725","63978","·······A·R··",,,,,"54"
"179","1759281095.535383199","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63979","49157","····CE····S·",,,,,"78"
"180","1759281095.535383449","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63980","1174","····CE····S·",,,,,"78"
"181","1759281095.535383533","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63981","2107","····CE····S·",,,,,"78"
"182","1759281095.535383616","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63982","1061","····CE····S·",,,,,"78"
"183","1759281095.535401533","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49157","63979","·······A·R··",,,,,"54"
"184","1759281095.535619157","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1174","63980","·······A·R··",,,,,"54"
"185","1759281095.535625990","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2107","63981","·······A·R··",,,,,"54"
"186","1759281095.535629657","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1061","63982","·······A·R··",,,,,"54"
"187","1759281095.535645157","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63983","8402","····CE····S·",,,,,"78"
"188","1759281095.535645323","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63984","32781","····CE····S·",,,,,"78"
"189","1759281095.535645407","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63985","5004","····CE····S·",,,,,"78"
"190","1759281095.535645490","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63986","20828","····CE····S·",,,,,"78"
"191","1759281095.535645573","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63987","5862","····CE····S·",,,,,"78"
"192","1759281095.535655573","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8402","63983","·······A·R··",,,,,"54"
"193","1759281095.535660448","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32781","63984","·······A·R··",,,,,"54"
"194","1759281095.535663865","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5004","63985","·······A·R··",,,,,"54"
"195","1759281095.535667365","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","20828","63986","·······A·R··",,,,,"54"
"196","1759281095.535670907","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5862","63987","·······A·R··",,,,,"54"
"197","1759281095.535977906","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63988","1087","····CE····S·",,,,,"78"
"198","1759281095.535978114","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63989","5280","····CE····S·",,,,,"78"
"199","1759281095.535994364","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1087","63988","·······A·R··",,,,,"54"
"200","1759281095.536178905","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5280","63989","·······A·R··",,,,,"54"
"201","1759281095.536188238","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63990","2010","····CE····S·",,,,,"78"
"202","1759281095.536188363","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63991","1149","····CE····S·",,,,,"78"
"203","1759281095.536188488","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63992","27715","····CE····S·",,,,,"78"
"204","1759281095.536195780","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2010","63990","·······A·R··",,,,,"54"
"205","1759281095.536321779","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1149","63991","·······A·R··",,,,,"54"
"206","1759281095.536327196","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","27715","63992","·······A·R··",,,,,"54"
"207","1759281095.536331654","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63993","8086","····CE····S·",,,,,"78"
"208","1759281095.536336529","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8086","63993","·······A·R··",,,,,"54"
"209","1759281096.535309970","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63983","8402","··········S·",,,,,"78"
"210","1759281096.535310595","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63982","1061","··········S·",,,,,"78"
"211","1759281096.535310678","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63981","2107","··········S·",,,,,"78"
"212","1759281096.535310803","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63980","1174","··········S·",,,,,"78"
"213","1759281096.535310887","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63979","49157","··········S·",,,,,"78"
"214","1759281096.535310970","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63978","2725","··········S·",,,,,"78"
"215","1759281096.535311053","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63977","49161","··········S·",,,,,"78"
"216","1759281096.535311137","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63976","800","··········S·",,,,,"78"
"217","1759281096.535387053","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8402","63983","·······A·R··",,,,,"54"
"218","1759281096.535513344","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1061","63982","·······A·R··",,,,,"54"
"219","1759281096.535521344","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2107","63981","·······A·R··",,,,,"54"
"220","1759281096.535554886","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1174","63980","·······A·R··",,,,,"54"
"221","1759281096.535562011","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49157","63979","·······A·R··",,,,,"54"
"222","1759281096.535566427","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2725","63978","·······A·R··",,,,,"54"
"223","1759281096.535570552","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49161","63977","·······A·R··",,,,,"54"
"224","1759281096.535574719","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","800","63976","·······A·R··",,,,,"54"
"225","1759281096.535607427","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63975","3869","··········S·",,,,,"78"
"226","1759281096.535607635","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63974","3546","··········S·",,,,,"78"
"227","1759281096.535607719","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63973","3703","··········S·",,,,,"78"
"228","1759281096.535607802","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63972","3325","··········S·",,,,,"78"
"229","1759281096.535607885","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63971","6566","··········S·",,,,,"78"
"230","1759281096.535607969","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63970","19801","··········S·",,,,,"78"
"231","1759281096.535608052","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63969","30718","··········S·",,,,,"78"
"232","1759281096.535608135","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63968","10082","··········S·",,,,,"78"
"233","1759281096.535620719","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3869","63975","·······A·R··",,,,,"54"
"234","1759281096.535625969","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3546","63974","·······A·R··",,,,,"54"
"235","1759281096.535630052","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3703","63973","·······A·R··",,,,,"54"
"236","1759281096.535634719","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3325","63972","·······A·R··",,,,,"54"
"237","1759281096.535639344","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6566","63971","·······A·R··",,,,,"54"
"238","1759281096.535643094","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","19801","63970","·······A·R··",,,,,"54"
"239","1759281096.535646427","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","30718","63969","·······A·R··",,,,,"54"
"240","1759281096.535650135","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10082","63968","·······A·R··",,,,,"54"
"241","1759281096.535671677","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63967","901","··········S·",,,,,"78"
"242","1759281096.535671844","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63966","1057","··········S·",,,,,"78"
"243","1759281096.535671927","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63965","1163","··········S·",,,,,"78"
"244","1759281096.535672010","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63964","17988","··········S·",,,,,"78"
"245","1759281096.535672094","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63963","1063","··········S·",,,,,"78"
"246","1759281096.535672177","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63962","9101","··········S·",,,,,"78"
"247","1759281096.535672260","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63961","8193","··········S·",,,,,"78"
"248","1759281096.535672344","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63960","714","··········S·",,,,,"78"
"249","1759281096.535682052","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","901","63967","·······A·R··",,,,,"54"
"250","1759281096.535691719","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1057","63966","·······A·R··",,,,,"54"
"251","1759281096.535696343","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1163","63965","·······A·R··",,,,,"54"
"252","1759281096.535730552","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63959","161","··········S·",,,,,"78"
"253","1759281096.535730677","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63958","64623","··········S·",,,,,"78"
"254","1759281096.535730760","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63957","2048","··········S·",,,,,"78"
"255","1759281096.536062050","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","17988","63964","·······A·R··",,,,,"54"
"256","1759281096.536086842","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1063","63963","·······A·R··",,,,,"54"
"257","1759281096.536088717","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","9101","63962","·······A·R··",,,,,"54"
"258","1759281096.536089967","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8193","63961","·······A·R··",,,,,"54"
"259","1759281096.536091134","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","714","63960","·······A·R··",,,,,"54"
"260","1759281096.536092259","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","161","63959","·······A·R··",,,,,"54"
"261","1759281096.536093384","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","64623","63958","·······A·R··",,,,,"54"
"262","1759281096.536094800","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2048","63957","·······A·R··",,,,,"54"
"263","1759281096.536810339","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63993","8086","··········S·",,,,,"78"
"264","1759281096.536810589","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63992","27715","··········S·",,,,,"78"
"265","1759281096.536810673","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63991","1149","··········S·",,,,,"78"
"266","1759281096.536810756","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63990","2010","··········S·",,,,,"78"
"267","1759281096.536810839","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63989","5280","··········S·",,,,,"78"
"268","1759281096.536810923","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63988","1087","··········S·",,,,,"78"
"269","1759281096.536811006","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63987","5862","··········S·",,,,,"78"
"270","1759281096.536811089","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63986","20828","··········S·",,,,,"78"
"271","1759281096.536841464","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8086","63993","·······A·R··",,,,,"54"
"272","1759281096.536863798","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","27715","63992","·······A·R··",,,,,"54"
"273","1759281096.536868423","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1149","63991","·······A·R··",,,,,"54"
"274","1759281096.536872381","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2010","63990","·······A·R··",,,,,"54"
"275","1759281096.536876423","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5280","63989","·······A·R··",,,,,"54"
"276","1759281096.536880381","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1087","63988","·······A·R··",,,,,"54"
"277","1759281096.536884089","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5862","63987","·······A·R··",,,,,"54"
"278","1759281096.536887839","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","20828","63986","·······A·R··",,,,,"54"
"279","1759281096.536997047","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63985","5004","··········S·",,,,,"78"
"280","1759281096.536997422","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63984","32781","··········S·",,,,,"78"
"281","1759281096.537010214","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5004","63985","·······A·R··",,,,,"54"
"282","1759281096.537016380","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32781","63984","·······A·R··",,,,,"54"
"283","1759281096.537440920","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63994","1805","····CE····S·",,,,,"78"
"284","1759281096.537441045","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63995","1002","····CE····S·",,,,,"78"
